Supplementary Table 3: Total identified proteins and their respective NASF before filtration steps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main.Acessions,Sample.1,Sample.2,Sample.3,Sample.4,Sample.5,Sample.6,Sample.7,Sample.8,Sample.9,Sample.10,Sample.11,Sample.12,Sample.13,Sample.14,Sample.15,Sample.16,Sample.17,Sample.18,Sample.19,Sample.20,Sample.21,Control.1,Control.2,Control.3,Control.4,Control.5,Control.6,Control.7,Control.8,Control.9
Groups,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control 
A0A5C2FUE0,0.070157224,0.097879603,NA,0.015384615,0.020956607,0.116281145,0.013461538,NA,NA,NA,0.015384615,0.030769231,NA,0.061538462,0.019327528,0.015533981,0.034298643,0.023076923,0.019418386,NA,0.054524887,NA,NA,0.015789474,0.014965328,0.031002331,NA,0.030769231,NA,0.0315197
A0A5C2FUE2,NA,0.008791209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006153846,0.005325444,0.011538462,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUE5,NA,NA,0.0125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,0.034375,0.060714286,NA,NA,NA,NA,0.0375
A0A5C2FUE7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014681676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022560718,NA,0.027158909,NA,NA,NA,NA,NA,NA
A0A5C2FUE9,NA,0.029119907,0.028783485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014588718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUF3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016975309,NA
A0A5C2FUG2,NA,NA,NA,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUG5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044871795,NA,NA,NA,NA,NA,0.051282051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUG7,NA,NA,NA,NA,NA,NA,NA,NA,0.01480782,NA,0.014863646,NA,NA,0.015543486,NA,NA,NA,NA,NA,0.028407539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUH4,NA,NA,NA,NA,0.012121212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027272727,NA,0.045454545,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUH5,NA,NA,NA,NA,NA,NA,NA,0.004424779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUH6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009345794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009345794,0.009345794,NA
A0A5C2FUH8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009259259,NA,NA,NA,NA,NA,NA
A0A5C2FUI3,NA,NA,NA,NA,NA,NA,NA,0.018204053,NA,NA,0.013459062,NA,0.016735348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUI7,NA,NA,NA,0.001969071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUJ0,NA,NA,NA,NA,NA,NA,0.006573138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009798622,NA,NA,0.018905916,NA,NA,0.009660904,NA,NA,NA,NA,NA,NA,NA,NA,0.009758652,NA,NA,NA,NA,NA
A0A5C2FUJ2,0.009485095,NA,NA,NA,NA,NA,NA,0.009259259,NA,NA,NA,NA,NA,NA,0.00941358,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004881104,NA,NA,NA,NA,NA
A0A5C2FUJ7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020995392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015185734,NA,NA,NA,NA,NA,NA
A0A5C2FUJ9,NA,NA,0.00462963,0.009259259,NA,NA,NA,NA,NA,NA,0.009259259,NA,NA,NA,NA,NA,0.018518519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUK2,NA,0.005424955,NA,NA,NA,NA,0.004746835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUK5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003058104,NA,NA,NA,NA,0.078122795,0.018348624,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUK8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014084507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUL3,NA,NA,NA,NA,NA,NA,NA,0.004464286,0.011904762,NA,NA,NA,0.008928571,NA,NA,NA,0.017857143,0.022321429,NA,0.010044643,0.017857143,0.008928571,0.013392857,0.008928571,0.008928571,0.008928571,0.022321429,0.022321429,0.022321429,0.026785714
A0A5C2FUL5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018691589,NA,NA,NA,0.009598383,NA,NA,NA,NA
A0A5C2FUL7,0.010565656,NA,0.01919992,NA,NA,NA,0.010107639,0.010304935,0.019651429,0.010334797,0.014978975,NA,0.014787419,NA,0.010106823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUL8,NA,NA,NA,NA,NA,NA,NA,0.015151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUM1,NA,NA,NA,NA,NA,NA,NA,NA,0.046153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031877214,NA,NA,NA,NA,NA,NA,0.006493506,NA,NA,NA,NA,NA,NA,NA,0.00974026,NA,NA,NA
A0A5C2FUM5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035211268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUP5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019365553,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019348939,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUP6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014084507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUP9,NA,NA,0.029874828,0.001488095,NA,NA,NA,0.030904985,NA,0.017723644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUQ0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025023823,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026162814,NA,NA,0.045466505,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUQ4,NA,0.009345794,0.025182296,NA,0.033457944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025109034,0.02375918,NA,0.03271028,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUQ6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009090909
A0A5C2FUQ9,0.009174312,0.009236722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009223903,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009174312
A0A5C2FUR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027777778,NA,0.013888889,NA,NA,NA,0.027777778,NA,NA,NA,0.006944444,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUR3,NA,NA,NA,NA,NA,NA,NA,0.031927187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUR4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018621273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031185031,NA,NA,NA
A0A5C2FUS2,0.020987654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUS3,NA,NA,NA,NA,NA,0.019082216,NA,NA,NA,NA,NA,NA,NA,NA,0.01915521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUT0,0.019063181,0.01010101,0.00952381,NA,0.010942761,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018518519,NA,0.009259259,NA,0.018921095,NA,0.01010101,0.019032922,NA,NA,0.009722222,NA,NA,NA,NA,NA
A0A5C2FUT2,NA,NA,0.01414702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUT3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037383178,0.018691589,NA,NA,NA,NA,NA,NA,NA,NA,0.009610574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUT5,0.009573741,0.009345794,NA,NA,0.009345794,NA,NA,0.009345794,NA,0.009345794,0.009345794,0.009472089,NA,NA,NA,0.028037383,NA,NA,NA,NA,0.009647272,NA,0.009345794,NA,0.009512684,NA,NA,NA,NA,NA
A0A5C2FUU0,NA,0.008928571,NA,0.008928571,NA,NA,0.010714286,NA,NA,0.008928571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008928571,0.008928571
A0A5C2FUU5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003676471,NA,NA,0.044117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUU7,NA,0.015313139,0.004893227,0.023166023,NA,NA,NA,0.000693001,0.000631401,0.000575043,NA,NA,0.018360132,NA,NA,0.00990991,NA,NA,NA,0.014130569,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011247611
A0A5C2FUU9,NA,NA,0.027735772,NA,NA,NA,NA,0.036817173,0.046075263,0.036846559,NA,NA,NA,0.018348624,0.018478005,0.018348624,NA,0.009174312,NA,0.018405255,0.009378186,0.007168906,0.009341118,0.009436435,0.01404355,0.007408689,0.009429154,NA,0.0096383,0.01873902
A0A5C2FUV2,NA,0.032614152,0.009314381,NA,0.01025641,NA,NA,0.015384615,0.015384615,0.048072141,0.063062649,0.08890671,0.032875748,0.048797434,0.016389848,0.02209571,NA,0.024672964,0.033167287,0.035841082,0.01694051,0.017823163,0.025673781,NA,0.063414246,NA,NA,NA,0.015384615,0.028379855
A0A5C2FUW0,0.025974026,NA,NA,0.038961039,0.064935065,NA,0.038961039,NA,0.077922078,NA,NA,0.025974026,NA,0.051948052,0.045454545,NA,NA,0.025974026,0.038961039,NA,0.012987013,NA,NA,NA,NA,0.051948052,NA,NA,NA,0.038961039
A0A5C2FUW6,NA,NA,NA,0.034482759,NA,NA,0.034482759,NA,NA,0.068965517,0.224137931,0.068965517,NA,NA,NA,0.137931034,NA,NA,0.094827586,NA,NA,NA,NA,0.166666667,0.13362069,0.043103448,0.057471264,0.086206897,0.045977011,0.1
A0A5C2FUW8,0.016139657,NA,0.015632516,NA,NA,NA,NA,NA,0.030874786,0.046015713,NA,NA,NA,NA,NA,NA,NA,0.047785548,0.030934343,NA,0.030513468,NA,NA,NA,0.030639731,NA,NA,0.015151515,0.016774892,0.015782828
A0A5C2FUX0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036036036,NA,NA,NA,NA,0.044144144,NA,NA,NA,NA,NA,NA
A0A5C2FUX6,NA,NA,NA,NA,NA,0.00962482,NA,0.009777015,NA,0.018659333,0.009605489,NA,NA,NA,NA,NA,NA,NA,0.009881423,0.032334758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUY0,NA,NA,NA,0.019158879,NA,NA,NA,0.004672897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018951194,NA,NA,NA,NA,NA,NA,NA,0.009968847,NA
A0A5C2FUY2,NA,0.012511664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUY3,NA,NA,NA,NA,NA,NA,NA,NA,0.035714286,0.071428571,0.071639899,NA,NA,NA,0.017857143,NA,NA,NA,NA,0.035714286,NA,NA,NA,NA,0.029464286,NA,NA,NA,NA,NA
A0A5C2FUY4,NA,NA,NA,0.019513624,NA,NA,NA,0.009259259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUY8,NA,NA,NA,0.005149813,NA,NA,NA,NA,0.007490637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011235955
A0A5C2FUZ3,NA,NA,NA,NA,NA,NA,NA,0.028896104,NA,NA,NA,NA,0.021186222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FUZ7,NA,NA,0.014289552,NA,NA,NA,NA,0.014752371,NA,NA,NA,NA,NA,NA,0.014275598,NA,NA,NA,NA,NA,NA,0.034246575,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV01,NA,NA,NA,0.027692308,NA,NA,0.015384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV09,NA,NA,NA,NA,NA,NA,NA,NA,0.063338294,NA,NA,NA,NA,NA,0.047435382,NA,NA,NA,NA,NA,0.021119639,NA,NA,NA,0.040796397,NA,NA,NA,0.042424242,NA
A0A5C2FV18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008264463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV21,NA,NA,0.034609191,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026422735,NA,NA,NA,NA,NA,0.021400538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV26,NA,NA,0.039306641,NA,NA,NA,0.032269022,NA,NA,0.024515086,NA,NA,NA,NA,NA,NA,NA,NA,0.031994048,NA,0.03125,NA,NA,0.025,NA,NA,NA,NA,NA,0.020089286
A0A5C2FV27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV36,NA,NA,NA,0.015550041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015384615,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV38,NA,0.008039348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003601532,NA,0.012658228,NA,0.014938759,NA,0.014208918,NA,NA,NA,NA
A0A5C2FV39,0.018779343,0.015741508,NA,NA,NA,0.021694246,NA,NA,NA,0.022887324,0.014608594,NA,0.017605634,NA,NA,NA,NA,NA,0.0215986,0.028768355,0.022153039,NA,NA,0.015258216,0.015492958,NA,NA,NA,NA,NA
A0A5C2FV46,0.009479718,0.018518519,0.009259259,NA,NA,NA,0.004801097,NA,0.009259259,0.013888889,0.00308642,0.009259259,NA,NA,NA,0.00462963,0.009837963,NA,NA,NA,NA,NA,0.027777778,NA,NA,0.004811184,NA,NA,NA,0.00462963
A0A5C2FV50,NA,NA,0.009570436,NA,NA,NA,0.010268334,0.009652831,NA,NA,0.019272581,0.004950495,NA,NA,0.014240322,0.009794702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV51,0.007462687,0.011425431,NA,0.021315835,0.016018093,0.02238806,NA,0.008271259,0.017604286,0.000342692,0.065147751,0.031011609,NA,NA,0.044966861,NA,NA,0.01920505,NA,NA,NA,0.015154994,NA,0.016236147,0.01039801,0.037691672,0.020231565,0.025373134,0.021855011,NA
A0A5C2FV52,NA,NA,0.013888889,NA,NA,NA,NA,NA,NA,NA,0.020833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031746032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV56,NA,0.013333333,NA,NA,NA,NA,NA,NA,NA,0.026666667,0.013333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV58,NA,NA,0.009296149,0.005061528,0.018518519,NA,NA,NA,NA,NA,0.009302326,0.009259259,0.009259259,0.027777778,NA,0.018518519,NA,NA,NA,NA,NA,NA,NA,NA,0.004418163,NA,NA,NA,NA,0.009259259
A0A5C2FV63,NA,0.044036316,0.036648881,0.050050209,0.037735849,0.029398312,0.03518337,0.045901557,0.012630091,NA,0.029966704,0.053551609,0.011098779,0.07256894,0.039205596,0.036163522,NA,NA,0.053958215,0.02569504,0.01335457,0.033070703,0.009433962,0.029294935,0.022075004,0.033161807,0.005503145,0.019811321,0.035591767,NA
A0A5C2FV64,0.060218254,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV65,NA,0.037383178,NA,0.028037383,0.028037383,NA,0.009345794,0.009345794,NA,0.018691589,0.028037383,NA,NA,NA,0.028037383,0.018691589,NA,0.024699599,0.018691589,NA,0.028037383,0.046728972,0.018691589,NA,0.046728972,0.028037383,0.018691589,NA,0.018691589,0.028037383
A0A5C2FV67,NA,NA,NA,NA,NA,NA,NA,NA,0.009513118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046153846,0.046153846,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV70,NA,0.031544318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006060216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV72,0.017215715,NA,0.049430892,0.016577639,0.026229508,0.032786885,0.008196721,0.040983607,0.033405506,0.017000607,0.017405072,0.033008418,0.032786885,NA,NA,NA,NA,NA,NA,NA,NA,0.027322404,0.024590164,NA,NA,NA,0.003654266,NA,NA,NA
A0A5C2FV83,0.018518519,NA,0.053240741,NA,NA,0.016203704,NA,0.027777778,0.018518519,NA,NA,0.013888889,NA,NA,NA,NA,0.018518519,0.018518519,0.018518519,0.018518519,0.009259259,NA,0.018518519,NA,NA,NA,0.013888889,0.016203704,NA,0.018518519
A0A5C2FV84,NA,NA,0.028205128,NA,0.038461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025641026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FV94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01483233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVA6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043956044,NA,NA,0.040865385,NA,NA,NA,NA,NA
A0A5C2FVA7,NA,NA,NA,NA,0.032467532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVB0,0.047316901,NA,0.041774248,NA,NA,NA,NA,0.015686275,NA,NA,NA,NA,0.086782801,NA,0.008009387,NA,NA,NA,0.046863905,NA,0.031628118,NA,NA,NA,NA,NA,NA,NA,NA,0.015384615
A0A5C2FVB4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018348624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVB6,NA,0.015151515,NA,NA,0.015151515,NA,NA,NA,0.020855942,NA,NA,0.015151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015151515
A0A5C2FVB7,NA,NA,NA,NA,NA,0.021199532,NA,NA,NA,NA,NA,NA,NA,NA,0.022011484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018518519,NA,NA,NA
A0A5C2FVB9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVC0,NA,0.009715925,NA,0.009345794,0.019149716,0.01424899,0.009641207,NA,0.028669729,NA,0.032857402,0.003115265,NA,NA,NA,0.009609056,0.018691589,0.023770825,NA,0.009053145,0.028413789,0.018931225,0.018691589,0.018937531,0.02829802,0.016688919,0.014018692,0.018691589,NA,0.018691589
A0A5C2FVC1,NA,0.02855334,NA,NA,NA,NA,NA,NA,0.012355369,NA,NA,NA,0.017790646,NA,0.019521336,0.010538361,NA,NA,NA,NA,NA,0.012230205,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVC3,NA,NA,NA,0.008033687,NA,NA,0.00537824,NA,0.007993967,0.015865385,0.027672175,NA,NA,0.01025641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVD4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074074074,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVD8,0.00456621,0.005136986,0.01369863,0.020547945,0.02739726,NA,NA,0.01826484,0.01369863,0.04109589,NA,0.020547945,NA,0.01369863,0.02739726,NA,NA,0.006849315,0.020547945,0.014840183,0.01369863,0.020547945,NA,0.01369863,NA,NA,0.020547945,NA,0.01369863,0.01369863
A0A5C2FVE3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030769231,NA,NA,NA
A0A5C2FVE4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011784945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVF0,0.045454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06499547,NA,0.019480519,0.006493506,0.025974026,0.025974026,0.012987013,0.025974026,NA,NA,0.032467532,0.012987013,0.004329004,NA,NA,0.01344123,NA,NA,NA,0.008658009
A0A5C2FVF2,0.114688129,0.0861678,0.086407846,0.058135844,0.115151515,NA,0.117857143,0.043681608,0.086092715,0.086150491,0.115361019,NA,0.088095238,0.057142857,0.057498124,0.057428571,NA,0.028571429,0.057504521,0.05730801,NA,0.057603687,0.028571429,0.057894737,0.058292218,NA,0.028571429,0.057142857,0.085714286,0.07751938
A0A5C2FVF3,NA,0.062676026,NA,0.023895078,NA,NA,NA,NA,0.016509453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005865222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVF5,0.013333333,NA,0.020715271,0.040798394,NA,NA,0.027058824,NA,0.074657748,NA,0.026666667,0.013333333,0.026666667,NA,0.017430199,NA,NA,NA,0.01,NA,0.013333333,NA,NA,NA,0.026666667,0.013968254,NA,NA,0.006666667,NA
A0A5C2FVG0,NA,NA,NA,NA,NA,NA,NA,0.02993218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVG1,NA,NA,NA,0.02827381,NA,0.029220779,NA,NA,0.011904762,0.010989011,NA,NA,NA,0.010912698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2FVG6,0.030769231,0.056410256,0.034615385,0.033333333,NA,0.030769231,0.025641026,0.1,0.061538462,NA,0.015384615,0.038461538,0.030769231,0.061538462,0.030769231,0.020512821,0.061538462,0.061538462,0.076923077,0.032051282,0.042307692,0.015384615,0.053846154,0.038461538,0.030769231,0.046153846,0.046153846,0.061538462,0.069230769,0.046153846
A0A5C2FVH2,NA,NA,NA,NA,NA,NA,NA,NA,0.021240442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010329562,NA,NA,NA,NA,NA,NA
A0A5C2FVH3,NA,NA,0.022664028,NA,NA,0.015846154,NA,0.046455505,0.094299381,0.018927739,0.035018019,NA,0.015677656,NA,NA,0.017992674,NA,NA,0.035103785,NA,NA,NA,NA,NA,0.018166643,NA,NA,NA,0.016083916,NA
A0A5C2FVH9,NA,NA,NA,NA,0.026190476,NA,0.064285714,NA,0.028571429,NA,NA,NA,NA,0.021428571,NA,0.021428571,NA,NA,NA,0.035714286,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA
A0A5C2FVI0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003289474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
