Supplementary Table 3: Total identified proteins and their respective NASF before filtration steps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main.Acessions,Sample.1,Sample.2,Sample.3,Sample.4,Sample.5,Sample.6,Sample.7,Sample.8,Sample.9,Sample.10,Sample.11,Sample.12,Sample.13,Sample.14,Sample.15,Sample.16,Sample.17,Sample.18,Sample.19,Sample.20,Sample.21,Control.1,Control.2,Control.3,Control.4,Control.5,Control.6,Control.7,Control.8,Control.9
Groups,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control 
A0A5C2GS65,0.019875708,NA,0.028506724,0.047263836,NA,0.038065417,0.017361111,NA,0.029374276,NA,NA,0.022816943,0.038181536,NA,NA,0.042930587,NA,0.023518559,0.035415859,0.037760098,0.006907284,NA,0.031718476,NA,NA,NA,NA,NA,NA,0.023657836
A0A5C2GS71,NA,NA,0.016863117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038461538,NA
A0A5C2GS82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011627907,NA,NA,0.017829457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GS91,NA,NA,0.012345679,NA,NA,NA,NA,NA,0.012345679,NA,NA,NA,NA,0.012345679,NA,NA,NA,NA,NA,0.012345679,NA,NA,0.012345679,NA,NA,0.024691358,NA,NA,NA,NA
A0A5C2GS93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010578987,NA,NA,0.030552164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007179487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSB5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008032129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSC0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01906367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSC2,NA,NA,NA,NA,NA,NA,NA,0.020069323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSF4,0.027149321,0.016301253,0.016041792,NA,0.038461538,NA,NA,0.037104072,NA,0.025641026,NA,0.020512821,NA,0.022307692,NA,0.024038462,NA,NA,0.042307692,0.015819022,NA,0.028571429,0.042307692,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSG4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027645608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSI8,NA,NA,NA,NA,0.012605042,NA,NA,NA,NA,NA,0.011459129,NA,NA,NA,NA,0.011204482,NA,NA,NA,0.011204482,NA,NA,NA,NA,NA,0.021008403,NA,NA,NA,NA
A0A5C2GSI9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034889933,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSJ2,NA,NA,0.009993768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSJ3,0.025765901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSJ8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012782511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSJ9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSL5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009259259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSM0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014684912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00967247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSP8,NA,0.012224579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010840108,0.012195122,0.016260163,NA,0.016034327,NA,NA,NA,NA,NA
A0A5C2GSQ0,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSR6,NA,0.024580941,NA,NA,NA,NA,0.02706422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039023545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSS0,NA,NA,NA,NA,NA,NA,NA,0.013696863,0.011646722,NA,NA,0.022558837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GST2,NA,NA,NA,NA,NA,NA,0.017036519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GST3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03540971,NA,NA,0.026690842,0.06154776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSU8,0.028896104,NA,NA,NA,0.019480519,NA,NA,0.010423787,NA,0.019072844,0.015882985,NA,NA,NA,NA,NA,NA,NA,NA,0.030393587,0.025613276,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSW3,NA,NA,0.019652648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037788789,NA,NA,NA,0.022977867,NA,NA,NA,NA,NA,NA
A0A5C2GSW4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSW5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011201871,NA,NA,NA,NA,NA,NA
A0A5C2GSX0,0.025645466,NA,0.033892074,0.039147212,NA,NA,NA,NA,NA,0.073048433,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045997195,NA,NA,NA,NA,NA,NA,NA,0.020512821,NA,NA
A0A5C2GSX3,NA,NA,NA,NA,NA,NA,NA,0.079139209,0.017548867,NA,NA,NA,0.032561701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSY6,NA,NA,0.023255814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSY7,NA,NA,0.019652648,0.016803892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSZ1,NA,NA,NA,NA,NA,NA,NA,NA,0.016666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GSZ9,NA,NA,0.010819574,NA,NA,NA,NA,NA,0.027167554,NA,NA,0.019289,0.01224935,NA,0.010347267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003874717,NA,NA,0.020948596,NA
A0A5C2GT06,NA,0.016535165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016751028,0.032801601,0.016115835,NA,NA,NA,0.032367559,NA,NA,NA,NA,NA,NA,NA,0.023568751,NA,NA,NA
A0A5C2GT11,NA,NA,NA,NA,NA,0.014340606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GT19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0178508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GT30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016806723,NA,NA,NA,NA,NA,NA,NA
A0A5C2GT38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009642241,NA,NA,NA,NA,NA,0.009830442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GT39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023148148,NA,NA,0.023432378,NA,NA,0.012857321,NA,0.017901235,NA,NA,NA,NA,NA,NA,NA,0.022222222,NA,NA,NA,NA
A0A5C2GT41,NA,NA,NA,NA,0.015384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GT47,NA,NA,NA,NA,NA,NA,0.014025054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015776353,NA
A0A5C2GT62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020511921,0.01344086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GT63,NA,NA,NA,NA,NA,NA,0.030835779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GT66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016904385,NA,NA,NA,NA,NA
A0A5C2GT71,NA,NA,0.014018692,NA,NA,NA,NA,NA,NA,NA,NA,0.023364486,NA,NA,NA,0.009345794,NA,NA,NA,NA,0.004672897,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GT91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014181648,NA,NA,NA,NA,NA,NA
A0A5C2GT99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016695497,NA,NA,NA,NA
A0A5C2GTA5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034741076
A0A5C2GTB5,NA,0.034482759,0.022988506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005747126,NA,NA,NA,NA,0.011494253,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTB9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013185185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTD5,NA,NA,NA,NA,NA,NA,NA,0.008052182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038927739,NA,NA,NA,NA,NA
A0A5C2GTE2,NA,NA,NA,NA,NA,NA,NA,NA,0.031337383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTF5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTG7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014500473,NA
A0A5C2GTH3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010270064
A0A5C2GTH5,NA,NA,0.015968792,NA,NA,NA,0.031211574,NA,NA,NA,NA,NA,NA,0.026141807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTI6,NA,NA,NA,NA,NA,NA,NA,NA,0.015384615,0.015384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTI9,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTJ5,NA,NA,NA,NA,NA,0.013604124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTJ7,NA,NA,NA,NA,NA,NA,NA,0.063658767,NA,0.032318609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035882211,NA,NA,NA,0.021602544,NA,0.054490467,NA,NA
A0A5C2GTK0,NA,NA,NA,NA,0.01677619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTL4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTM6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006302521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTN0,NA,NA,NA,NA,NA,NA,0.015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTN9,0.026190476,NA,0.022364532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0359375,NA,NA
A0A5C2GTP2,NA,NA,NA,NA,NA,0.009837425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTP5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008196721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTP8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056651017,NA
A0A5C2GTR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020123963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTS3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017783292,NA,NA,NA,NA
A0A5C2GTS4,NA,NA,NA,NA,NA,0.015384615,NA,NA,NA,NA,NA,NA,NA,NA,0.015384615,NA,0.015384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTV7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047549256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTV9,NA,NA,NA,NA,NA,NA,0.039750604,NA,0.010253186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00987706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTW4,NA,0.046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTW8,0.010922411,0.011151829,0.019060087,0.010888716,0.011244524,NA,0.018574084,NA,0.020290022,0.012321355,0.027900697,NA,0.012148116,NA,0.010261752,NA,0.020029111,NA,0.010236286,0.0194117,0.020741846,0.011627122,NA,NA,NA,0.011875483,NA,NA,NA,0.011893677
A0A5C2GTX4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031315186,NA,NA,NA,NA,0.02281746,NA,NA,NA,NA,NA,NA,NA,NA,0.043759349,NA,NA,NA,NA
A0A5C2GTY0,NA,NA,NA,NA,NA,0.028592546,NA,NA,NA,NA,0.014153028,NA,NA,NA,0.027709807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTZ5,NA,NA,NA,NA,NA,NA,NA,0.011904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GTZ6,0.035516224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022123894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GU01,NA,0.015889636,NA,0.00764724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GU10,NA,NA,NA,0.023257919,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024009324,NA,NA,NA,NA,NA,0.030857648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GU14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034482759,NA,NA,NA,NA,NA
A0A5C2GU25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012195122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GU35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009496533,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GU36,0.028011204,NA,NA,NA,NA,NA,0.016806723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009803922,NA,NA,NA,NA
A0A5C2GU42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016783217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GU49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013333333,NA,NA,NA,NA,NA,NA,NA
A0A5C2GU54,NA,NA,NA,NA,NA,NA,0.015988372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020930233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GU59,NA,NA,NA,0.017808842,NA,NA,NA,NA,NA,NA,NA,NA,0.009978773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GU74,NA,0.031746032,NA,NA,NA,NA,NA,0.031746032,NA,NA,NA,NA,0.031746032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015873016
A0A5C2GU81,NA,NA,0.016385084,NA,NA,NA,0.016962271,NA,NA,0.017341342,NA,NA,NA,NA,0.031809222,NA,NA,NA,NA,0.016059985,0.02679189,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUB1,NA,NA,NA,NA,NA,NA,0.01517067,NA,0.010249694,NA,NA,NA,0.009910724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014033883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUD0,NA,NA,NA,NA,NA,NA,0.00685922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUE5,NA,NA,0.027428132,NA,NA,0.026503416,NA,NA,NA,0.044900956,NA,0.039235945,NA,NA,NA,0.029937684,NA,NA,NA,NA,0.028712852,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUF0,NA,NA,NA,NA,NA,NA,NA,0.020579645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUF6,NA,NA,0.040431573,NA,NA,NA,NA,0.05792651,NA,NA,NA,NA,0.044146748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUF9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019271255,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUG0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018518519,NA,0.009259259,NA,NA,NA
A0A5C2GUG6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015612648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUG9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025960801,NA,NA,NA,NA,NA,NA,NA,0.023010792,NA
A0A5C2GUH0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040858363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUH7,NA,NA,NA,NA,NA,NA,NA,NA,0.040391044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUI4,NA,NA,NA,0.016949789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUI6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013368056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUI7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016369048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUJ0,NA,NA,0.015686275,NA,0.008403361,NA,NA,NA,NA,NA,NA,0.027170868,NA,NA,NA,NA,NA,NA,NA,0.016246499,NA,NA,NA,NA,NA,0.021008403,NA,NA,NA,NA
A0A5C2GUJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006493506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUJ7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029217711,NA,NA,NA,NA,NA
A0A5C2GUJ8,NA,NA,NA,NA,NA,NA,0.007874016,NA,0.015748031,0.007874016,NA,0.023622047,0.023622047,0.015748031,NA,NA,0.007874016,NA,0.023622047,NA,0.007874016,NA,NA,NA,NA,NA,NA,NA,NA,0.015748031
A0A5C2GUK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028620164,0.014779898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUK3,NA,NA,NA,NA,NA,NA,0.008,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUK4,NA,NA,NA,NA,NA,NA,NA,0.010692043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUL4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01369863
A0A5C2GUM5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02221068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUN6,NA,NA,NA,0.023259556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUP7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUQ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010471847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUR1,NA,NA,0.050659658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080501089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GUS2,NA,NA,NA,NA,NA,NA,NA,NA,0.014084507,NA,NA,NA,NA,NA,0.042253521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
